afr-deu	Afrikaans	German	1583	7816	7355	1	13	10	5404300	71314303	67186386	
afr-eng	Afrikaans	English	1374	8813	8101	1007	6406	5912	11997779	143424614	138368417	
afr-epo	Afrikaans	Esperanto	1116	7134	6129	1	5	3	231397	1641694	1485871	
afr-nld	Afrikaans	Dutch	1056	5695	5572				4086174	57136438	56607131	
afr-rus	Afrikaans	Russian	228	1134	938				1652781	27322838	22092227	
afr-spa	Afrikaans	Spanish	448	2549	2282				2000987	31611079	32380284	
ain-fin	Ainu (Japan)	Finnish	206	938	835						
ara-ber	Arabic	Berber languages	2317	10321	11123	1032	4646	5055	4	20	9	
ara-deu	Arabic	German	1209	5388	6880	1029	4590	5863	35746632	416553186	440897090	
ara-ell	Arabic	Modern Greek (1453-)	426	1363	1551				28374699	218087000	242754299	
ara-eng	Arabic	English	10305	52290	65058	19529	99143	123382	126590524	1866870875	2099273844	
ara-epo	Arabic	Esperanto	753	3078	3820	94	406	509	1234097	12861799	14264895	
ara-fra	Arabic	French	1569	6780	9641	36	174	256	80204592	1265973151	1653047128	
ara-heb	Arabic	Hebrew	1208	5301	5440	91	395	413	26812456	195010978	185645725	
ara-ita	Arabic	Italian	235	978	1232	11	33	49	36352000	378524073	436659857	
ara-jpn	Arabic	Japanese	1336	5945	1337	6	34	6	10789186	108702698	23544558	
ara-pol	Arabic	Polish	207	848	923				36355468	325017188	306312756	
ara-rus	Arabic	Russian	3715	15750	17317	1209	5253	5754	60875366	952577577	958759425	
ara-spa	Arabic	Spanish	1511	6311	8031	1031	4373	5483	96933291	1331280408	1681698130	
ara-tur	Arabic	Turkish	1263	6038	5439	52	238	274	37609476	308029411	273235027	
avk-fra	Kotava	French	1244	6557	9181	43	187	262	3	30	140	
avk-spa	Kotava	Spanish	275	1145	1353						
awa-eng	Awadhi	English	279	1087	1042				1	47	56	
aze-eng	Azerbaijani	English	2659	10046	13295	1012	3847	5131	3233365	31272775	39736829	
aze-spa	Azerbaijani	Spanish	210	684	923	1	5	7	826372	7582451	9791012	
aze-tur	Azerbaijani	Turkish	1150	4253	4195	15	72	73	2598020	25973235	24677345	
bel-deu	Belarusian	German	551	2842	3429	1	3	3	1322056	22601878	15927683	
bel-eng	Belarusian	English	2500	12908	15535	4265	22158	26573	3641197	59847996	41011262	
bel-epo	Belarusian	Esperanto	735	3962	4483	15	58	69	226049	1074611	1173506	
bel-fra	Belarusian	French	283	1356	1743				691661	8524540	10581715	
bel-ita	Belarusian	Italian	264	1187	1375				985660	15443195	13142491	
bel-lat	Belarusian	Latin	222	956	901				33455	93526	114764	
bel-nld	Belarusian	Dutch	606	3194	4032				846296	12442435	11234441	
bel-pol	Belarusian	Polish	287	1375	1357				2948821	34081199	37145835	
bel-rus	Belarusian	Russian	2500	15122	15162	2754	16813	16869	4782456	60246390	65643555	
bel-spa	Belarusian	Spanish	205	982	1136				825477	8878533	10996772	
bel-ukr	Belarusian	Ukrainian	2355	12053	12024	1021	5044	5039	1816968	19675300	19770617	
bel-zho	Belarusian	Chinese	325	1480	329				390990	2515518	989527	
ben-eng	Bengali	English	2500	10942	11321	2648	11535	12106	17730303	161092183	170841031	
ber-deu	Berber languages	German	661	3280	3813				5	11	25	
ber-eng	Berber languages	English	10964	59517	67232	108422	590231	673066	72	304	375	
ber-epo	Berber languages	Esperanto	1576	7992	9364	12	51	54	5	11	22	
