afr-deu	Afrikaans	German	1583	7816	7355	1	13	10	5404300	71314303	67186386	
afr-eng	Afrikaans	English	1374	8813	8101	1007	6406	5912	11997779	143424614	138368417	
afr-epo	Afrikaans	Esperanto	1116	7134	6129	1	5	3	231397	1641694	1485871	
afr-nld	Afrikaans	Dutch	1056	5695	5572				4086174	57136438	56607131	
ara-ber	Arabic	Berber languages	2317	10321	11123	1032	4646	5055	4	20	9	
ara-deu	Arabic	German	1209	5388	6880	1029	4590	5863	35746632	416553186	440897090	
ara-eng	Arabic	English	10305	52290	65058	19529	99143	123382	126590524	1866870875	2099273844	
ara-fra	Arabic	French	1569	6780	9641	36	174	256	80204592	1265973151	1653047128	
ara-heb	Arabic	Hebrew	1208	5301	5440	91	395	413	26812456	195010978	185645725	
ara-jpn	Arabic	Japanese	1336	5945	1337	6	34	6	10789186	108702698	23544558	
ara-rus	Arabic	Russian	3715	15750	17317	1209	5253	5754	60875366	952577577	958759425	
ara-spa	Arabic	Spanish	1511	6311	8031	1031	4373	5483	96933291	1331280408	1681698130	
ara-tur	Arabic	Turkish	1263	6038	5439	52	238	274	37609476	308029411	273235027	
avk-fra	Kotava	French	1244	6557	9181	43	187	262	3	30	140	
aze-eng	Azerbaijani	English	2659	10046	13295	1012	3847	5131	3233365	31272775	39736829	
aze-tur	Azerbaijani	Turkish	1150	4253	4195	15	72	73	2598020	25973235	24677345	
bel-eng	Belarusian	English	2500	12908	15535	4265	22158	26573	3641197	59847996	41011262	
bel-rus	Belarusian	Russian	2500	15122	15162	2754	16813	16869	4782456	60246390	65643555	
bel-ukr	Belarusian	Ukrainian	2355	12053	12024	1021	5044	5039	1816968	19675300	19770617	
ben-eng	Bengali	English	2500	10942	11321	2648	11535	12106	17730303	161092183	170841031	
ber-eng	Berber languages	English	10964	59517	67232	108422	590231	673066	72	304	375	
ber-epo	Berber languages	Esperanto	1576	7992	9364	12	51	54	5	11	22	
ber-fra	Berber languages	French	10144	41403	56017	34705	140107	190877	2	5	6	
ber-spa	Berber languages	Spanish	10016	52507	56595	14044	73889	78952	5	11	29	
bre-fra	Breton	French	2494	11924	11290	3060	15204	14281	266235	1984951	1974128	
bul-eng	Bulgarian	English	10000	56740	60705	7800	44031	47142	109171589	1313308870	1379176884	
bul-ita	Bulgarian	Italian	2500	13344	14074	4006	21635	22681	44334610	535054645	569165971	
bul-rus	Bulgarian	Russian	1247	6556	6155	1000	5175	4800	49589532	511912321	467628325	
bul-ukr	Bulgarian	Ukrainian	1020	4047	3775				10889657	120582999	107334157	
cat-eng	Catalan	English	1631	10387	10625	228	1966	1908	29496611	430720129	406175328	
cat-spa	Catalan	Spanish	1534	10548	10282	1294	9205	8979	155036058	2849455280	2858769729	
cbk-eng	Chavacano	English	1498	8879	8303	1001	5903	5612	16	292	252	
ces-deu	Czech	German	3490	18205	22412	1127	6056	7506	73708754	861457011	945601029	
ces-eng	Czech	English	13824	72999	89597	16189	85061	104351	171935414	1860284946	2117643902	
ces-epo	Czech	Esperanto	3471	17560	20418	1058	5202	6088	2124218	18568224	20639766	
ces-hun	Czech	Hungarian	1911	8244	7922	114	469	443	57434476	545388408	525829437	
ces-ita	Czech	Italian	1099	5599	6627	1	3	5	54876556	540418835	629216521	
ces-rus	Czech	Russian	2934	13212	14102	5466	24606	26200	49955853	417151582	419889499	
