afr-eng	Afrikaans	English	1374	8813	8101	1007	6406	5912	11997779	143424614	138368417	
ara-deu	Arabic	German	1209	5388	6880	1029	4590	5863	35746632	416553186	440897090	
ara-ell	Arabic	Modern Greek (1453-)	426	1363	1551				28374699	218087000	242754299	
ara-eng	Arabic	English	10305	52290	65058	19529	99143	123382	126590524	1866870875	2099273844	
ara-fra	Arabic	French	1569	6780	9641	36	174	256	80204592	1265973151	1653047128	
ara-heb	Arabic	Hebrew	1208	5301	5440	91	395	413	26812456	195010978	185645725	
ara-ita	Arabic	Italian	235	978	1232	11	33	49	36352000	378524073	436659857	
ara-jpn	Arabic	Japanese	1336	5945	1337	6	34	6	10789186	108702698	23544558	
ara-pol	Arabic	Polish	207	848	923				36355468	325017188	306312756	
ara-rus	Arabic	Russian	3715	15750	17317	1209	5253	5754	60875366	952577577	958759425	
ara-spa	Arabic	Spanish	1511	6311	8031	1031	4373	5483	96933291	1331280408	1681698130	
ara-tur	Arabic	Turkish	1263	6038	5439	52	238	274	37609476	308029411	273235027	
ben-eng	Bengali	English	2500	10942	11321	2648	11535	12106	17730303	161092183	170841031	
bul-bul	Bulgarian	Bulgarian	219	1078	1101				14416303	73710878	73712024	
bul-deu	Bulgarian	German	314	1629	1815				46013912	584693753	582230440	
bul-eng	Bulgarian	English	10000	56740	60705	7800	44031	47142	109171589	1313308870	1379176884	
bul-fra	Bulgarian	French	446	2698	3206				44520076	451315494	508355338	
bul-ita	Bulgarian	Italian	2500	13344	14074	4006	21635	22681	44334610	535054645	569165971	
bul-rus	Bulgarian	Russian	1247	6556	6155	1000	5175	4800	49589532	511912321	467628325	
bul-spa	Bulgarian	Spanish	286	1359	1460				52378053	493302311	549901572	
bul-tur	Bulgarian	Turkish	834	5261	3994	1	5	5	36521635	253119862	215627396	
bul-ukr	Bulgarian	Ukrainian	1020	4047	3775				10889657	120582999	107334157	
bul-zho	Bulgarian	Chinese	416	2548	423				16197275	126948444	27578654	
cat-eng	Catalan	English	1631	10387	10625	228	1966	1908	29496611	430720129	406175328	
cat-fra	Catalan	French	700	4518	4933	2	9	12	25575384	291007840	298678412	
cat-ita	Catalan	Italian	298	1773	1692				12842701	151683614	145064904	
cat-por	Catalan	Portuguese	747	5249	5201	3	13	17	14773751	175087010	168592147	
cat-spa	Catalan	Spanish	1534	10548	10282	1294	9205	8979	155036058	2849455280	2858769729	
ces-deu	Czech	German	3490	18205	22412	1127	6056	7506	73708754	861457011	945601029	
ces-eng	Czech	English	13824	72999	89597	16189	85061	104351	171935414	1860284946	2117643902	
ces-fra	Czech	French	438	2151	2910	5	15	19	82332401	833080816	1032836291	
ces-hun	Czech	Hungarian	1911	8244	7922	114	469	443	57434476	545388408	525829437	
ces-ita	Czech	Italian	1099	5599	6627	1	3	5	54876556	540418835	629216521	
ces-pol	Czech	Polish	568	2688	2718	3	11	13	82803948	775652557	769035402	
ces-rus	Czech	Russian	2934	13212	14102	5466	24606	26200	49955853	417151582	419889499	
ces-slv	Czech	Slovenian	489	1906	1955	17	69	72	36545653	395482921	398049348	
ces-spa	Czech	Spanish	1807	8931	10620	134	608	705	92655594	900569132	1100870217	
dan-deu	Danish	German	9998	62514	63040	6921	43733	44156	66857588	960329852	962899158	
dan-eng	Danish	English	10795	66698	67183	20089	123471	124078	132853159	1782200648	1868932169	
dan-fin	Danish	Finnish	2665	13452	11009	1743	9694	7870	38934546	536282131	407294308	
dan-fra	Danish	French	1731	9307	10245	45	341	389	63194534	923658354	1059815188	
dan-ita	Danish	Italian	284	1864	1874	4	16	18	50887929	782654785	845260290	
dan-nld	Danish	Dutch	1643	8485	8952	36	184	198	56709329	828030426	891799410	
dan-nor	Danish	Norwegian	1311	8343	8216	1017	6437	6392	39038808	509150599	504233747	
dan-por	Danish	Portuguese	873	4265	4353	4	33	24	64218680	832630596	910433465	
dan-rus	Danish	Russian	1713	9788	8376	1020	5720	4980	19286598	180796971	164299395	
dan-spa	Danish	Spanish	5000	30181	29832	5136	31355	30912	66865377	950618808	1092176027	
dan-swe	Danish	Swedish	1549	8492	8374	1440	7859	7730	56372864	806494684	787875212	
dan-tur	Danish	Turkish	758	3485	2627	4	16	12	20743995	187767347	153711436	
deu-ell	German	Modern Greek (1453-)	2500	14008	12753	2801	15930	14670	62266768	850843345	890276511	
deu-eng	German	English	17565	126272	127624	289779	2004590	2005962	582899212	8537156462	8995953085	
deu-est	German	Estonian	244	1319	1120	1	6	4	34366655	468203581	373851503	
deu-fas	German	Persian	3185	21330	21895	1025	6827	7049	13516810	153258831	177624395	
deu-fin	German	Finnish	2647	15846	11934	7142	42630	32133	55548870	747239474	562776560	
deu-fra	German	French	12418	83402	90441	98158	659086	710892	242670995	3764031175	4328760228	
deu-hbs	German	Serbo-Croatian	1959	12825	11347	9	59	52	63556080	634416389	574391476	
deu-heb	German	Hebrew	3090	20905	16487	1125	7647	6077	24149594	220217077	181855656	
deu-hun	German	Hungarian	15342	105399	83444	54083	363033	290581	57470609	732710056	648655101	
deu-ita	German	Italian	10094	66361	63705	12198	79958	76585	149228324	2382786075	2572173165	
deu-jpn	German	Japanese	11428	81824	11503	29868	214867	30124	22071648	234624091	41840288	
deu-kor	German	Korean	1104	7431	5307	9	76	55	14391527	162529265	133792332	
deu-lit	German	Lithuanian	1115	7056	5615	355	1832	1566	29078892	437353164	371393927	
deu-msa	German	Malay (macrolanguage)	544	3548	3183	2	41	34	34554754	414319167	397182746	
deu-nld	German	Dutch	10218	61174	63510	26387	157718	163499	136798789	1950628281	2076937251	
deu-nor	German	Norwegian	3651	29080	28408	1001	7756	7564	46122783	592165682	579691226	
deu-pol	German	Polish	5000	31008	25467	5701	35327	28930	93422130	1163611800	1071699970	
deu-por	German	Portuguese	10000	67116	68443	7045	48959	49912	138805696	1956219431	2125883381	
deu-ron	German	Romanian	1141	6409	6093	1013	5646	5398	54396800	690803557	746488941	
deu-rus	German	Russian	12800	81626	69651	100323	629710	536786	70387523	922069969	843611782	
deu-slv	German	Slovenian	492	2385	1963	7	35	26	40879856	545990314	504181024	
deu-spa	German	Spanish	10521	71958	70065	75061	507740	495821	212444622	3239969549	3695062902	
deu-swe	German	Swedish	3410	19330	19001	1126	6371	6241	83271324	1163304506	1124198356	
deu-tur	German	Turkish	5000	32186	23099	7277	46393	33331	44783818	462268910	380229775	
deu-ukr	German	Ukrainian	10319	52559	44058	11721	59016	49648	11376817	145471904	127922368	
deu-vie	German	Vietnamese	400	2700	3250				19580930	245710452	344836549	
deu-zho	German	Chinese	3944	24822	3992	6838	43798	6948	27292037	297542725	49136194	
ell-ell	Modern Greek (1453-)	Modern Greek (1453-)	533	2611	2627				45907853	243082323	243035661	
ell-eng	Modern Greek (1453-)	English	10899	55032	56764	12920	62833	64695	147932024	1961516899	1966367206	
ell-fra	Modern Greek (1453-)	French	1506	7324	8420	10	55	66	93398426	1124492062	1222737648	
ell-ita	Modern Greek (1453-)	Italian	424	1956	2007				58470238	803131547	823985092	
ell-nld	Modern Greek (1453-)	Dutch	922	6485	7143	67	508	544	58147304	734688804	761892644	
ell-por	Modern Greek (1453-)	Portuguese	885	3934	4161	23	104	113	103939019	1064247788	1105260035	
ell-rus	Modern Greek (1453-)	Russian	2500	13195	11573	2532	13263	11539	33094232	339561886	298242322	
ell-spa	Modern Greek (1453-)	Spanish	1829	8405	8756	1005	4652	4830	102869700	1198655864	1289947014	
ell-swe	Modern Greek (1453-)	Swedish	253	1159	1210				38640662	531104897	487228256	
ell-tur	Modern Greek (1453-)	Turkish	1469	7418	5505	109	487	370	43847517	322051696	261187004	
eng-eng	English	English	12062	100861	102277	96608	812315	828924	540486918	3182711541	3181125520	
eng-epo	English	Esperanto	17675	120742	113285	241675	1637988	1528466	17630279	247364531	237099603	
eng-est	English	Estonian	1359	7295	6373	1096	6029	5260	59607889	788399599	602985124	
eng-eus	English	Basque	1060	6861	5823	1001	6617	5524	12196006	98950845	79883246	
eng-fas	English	Persian	3762	26914	27590	1031	7344	7593	40786833	529138383	586211764	
eng-fin	English	Finnish	10690	67873	51957	69896	437901	335639	103531791	1325363772	952628581	
eng-fra	English	French	12681	86600	94233	251749	1665185	1802220	747876036	12938148460	14330328349	
eng-glg	English	Galician	1015	7218	6697	3	17	16	14723137	150062311	149423868	
eng-hbs	English	Serbo-Croatian	10017	57685	52645	14206	86842	79949	159611854	1591827269	1385422828	
eng-heb	English	Hebrew	10519	65607	51793	153571	956210	754018	62390511	613486154	489298417	
eng-hin	English	Hindi	5000	28315	31361	5944	33609	37316	26203459	338350248	392701068	
eng-hun	English	Hungarian	13037	79504	62340	97144	568474	449917	113408329	1321977914	1108361115	
eng-isl	English	Icelandic	2503	16882	16309	6938	46615	45100	18935522	206610410	197255332	
eng-ita	English	Italian	17320	99696	96793	472974	2669685	2585368	332003631	5475175712	5554855853	
eng-jpn	English	Japanese	13862	105746	13911	194065	1502352	194609	60849617	666616915	117768510	
eng-kor	English	Korean	2400	14870	10578	1041	6559	4732	34482796	410251872	326777567	
eng-lav	English	Latvian	1631	9273	7915	3	23	22	41742167	620364535	570478538	
eng-lit	English	Lithuanian	2528	15036	12035	5643	33590	26618	49895503	730057001	590186612	
eng-mkd	English	Macedonian	10010	54900	51295	70319	387013	361882	17720716	214570520	207767474	
eng-msa	English	Malay (macrolanguage)	5000	31183	27896	6893	43786	39263	115696959	1622668181	1488747849	
eng-nld	English	Dutch	12696	75604	77661	62387	367039	378888	272141200	3780638881	3804496291	
eng-nor	English	Norwegian	5000	34479	33820	5707	38831	38201	128202505	1697176615	1609473503	
eng-pol	English	Polish	10099	64401	52700	44189	281683	230039	187862997	2525199412	2201632930	
eng-por	English	Portuguese	13222	89442	89253	204462	1296582	1297175	400271909	6043609068	6205052812	
eng-ron	English	Romanian	5508	34440	34144	9661	62174	61679	137409800	1764446898	1811553526	
eng-rus	English	Russian	19425	125308	107393	504174	3130006	2706670	217612504	3516287161	3069846990	
eng-slv	English	Slovenian	2495	14074	11554	1610	9316	7677	67362056	869479210	758357524	
eng-spa	English	Spanish	16583	117509	114251	197532	1347308	1306416	952526014	16070767452	17650774645	
eng-sqi	English	Albanian	1109	6794	6962	2	11	11	29479902	360936613	381402961	
