afr-eng	Afrikaans	English	1374	8813	8101	1054	6720	6205	43952952	458369625	456739314	
ara-deu	Arabic	German	1209	5388	6880	1057	4689	6009	36446485	417434436	440733298	
ara-ell	Arabic	Modern Greek (1453-)	428	1367	1560				27300022	216748875	241187791	
ara-eng	Arabic	English	13290	64539	78341	19529	99143	123382	119177436	1750854241	1964410734	
ara-fra	Arabic	French	1569	6780	9641	125	596	860	75524167	1207983990	1573472895	
ara-heb	Arabic	Hebrew	1208	5301	5440	107	452	480	25176723	193318262	183638282	
ara-ita	Arabic	Italian	238	991	1252	11	33	49	36183892	379017681	436690932	
ara-jpn	Arabic	Japanese	1336	5945	1337	11	57	11	12047170	113779926	25679822	
ara-pol	Arabic	Polish	208	854	929				35782511	324850612	305325109	
ara-rus	Arabic	Russian	3715	15750	17317	1304	5633	6188	54895295	855059357	857506631	
ara-spa	Arabic	Spanish	1511	6311	8031	1060	4479	5630	88211149	1192885239	1496391802	
ara-tur	Arabic	Turkish	1263	6038	5439	127	621	666	35974396	304119397	269200347	
aze-eng	Azerbaijani	English	2659	10046	13295	1035	3930	5254	76463206	642111108	880452958	
bel-eng	Belarusian	English	2500	12908	15535	4439	23246	27839	45986211	441101034	498903504	
bel-rus	Belarusian	Russian	2500	15122	15162	2832	17270	17324	22998266	277245748	285125111	
ben-eng	Bengali	English	2500	10942	11321	3063	14225	15462	78764429	669896165	713813703	
bul-deu	Bulgarian	German	317	1639	1827				47383235	617102672	615370548	
bul-eng	Bulgarian	English	10000	56740	60705	7835	44204	47335	113270896	1453244814	1528332996	
bul-fra	Bulgarian	French	451	2724	3243				43704625	475998935	536869706	
bul-ita	Bulgarian	Italian	2500	13344	14074	4006	21635	22681	43149114	548361970	584782283	
bul-rus	Bulgarian	Russian	1247	6556	6155	1001	5184	4806	44461448	458102211	419678955	
bul-spa	Bulgarian	Spanish	286	1359	1460				50263683	518602296	580362453	
bul-tur	Bulgarian	Turkish	860	5392	4093	1	5	5	32510816	243798696	207065106	
bul-ukr	Bulgarian	Ukrainian	1021	4050	3779				12562842	145493528	129551987	
bul-zho	Bulgarian	Chinese	416	2548	423				15635549	127279166	26937252	
cat-eng	Catalan	English	1631	10387	10625	257	2261	2206	29231872	433379288	408897654	
cat-fra	Catalan	French	701	4525	4939	2	9	12	25468272	290174294	297985692	
cat-ita	Catalan	Italian	298	1773	1692				12737704	150807808	144349376	
cat-por	Catalan	Portuguese	747	5249	5201	3	13	17	14710350	174442671	168147508	
cat-spa	Catalan	Spanish	1534	10548	10282	1320	9382	9155	122927301	2376689372	2400372891	
ceb-eng	Cebuano	English	424	2001	2199				12929308	153738267	142976044	
ces-deu	Czech	German	3490	18205	22412	1260	6721	8324	80012943	951502023	1038069544	
ces-eng	Czech	English	18434	98532	120647	16189	85061	104351	208877037	2344256666	2655745390	
ces-fra	Czech	French	450	2194	2970	5	15	19	80295146	832203407	1029341645	
ces-hun	Czech	Hungarian	1911	8244	7922	192	786	764	60141550	613386603	592084259	
ces-ita	Czech	Italian	1100	5601	6629	1	3	5	54375409	564293823	657560146	
ces-pol	Czech	Polish	570	2703	2731	3	11	13	82081646	797442610	792097249	
ces-rus	Czech	Russian	3535	16087	17187	5466	24606	26200	46847691	388382811	391248251	
ces-slv	Czech	Slovenian	512	2001	2051	17	69	72	35171034	406174031	409828101	
ces-spa	Czech	Spanish	1807	8931	10620	219	991	1168	90047439	909814268	1110556528	
cym-eng	Welsh	English	1007	6279	5788	19	122	115	19178710	246843577	241049507	
dan-deu	Danish	German	9998	62514	63040	7750	49465	49891	85418280	1337028329	1337704241	
dan-eng	Danish	English	12678	79295	79827	20089	123471	124078	164950651	2366538235	2492520999	
dan-fin	Danish	Finnish	2665	13452	11009	1854	10314	8348	49411725	778227129	591479216	
dan-fra	Danish	French	1731	9307	10245	89	601	690	77220719	1240133470	1433684311	
dan-hun	Danish	Hungarian	882	4967	3888	6	26	18	39096324	568567353	515841359	
dan-ita	Danish	Italian	286	1876	1885	4	16	18	63225160	1077789214	1171882384	
dan-nld	Danish	Dutch	1643	8485	8952	67	338	365	71005999	1160485402	1258693815	
dan-nor	Danish	Norwegian	1311	8343	8216	1050	6607	6561	39503372	541325880	535545627	
dan-por	Danish	Portuguese	876	4281	4368	4	33	24	73045085	1099601319	1219803678	
dan-rus	Danish	Russian	1713	9788	8376	1065	5999	5207	19444845	180706655	164465722	
dan-spa	Danish	Spanish	5000	30181	29832	5165	31534	31087	81687841	1280222017	1487592915	
dan-swe	Danish	Swedish	2348	12542	12292	1440	7859	7730	67424560	1051984859	1026298995	
dan-tur	Danish	Turkish	770	3555	2680	4	16	12	19482641	182994406	150078891	
dan-zho	Danish	Chinese	250	1400	265				12949875	111175424	23597243	
deu-ell	German	Modern Greek (1453-)	2500	14008	12753	2869	16440	15179	64421019	897052951	940023419	
