afr-epo	Afrikaans	Esperanto	1123	7185	6173	1	5	3	115636	1184291	1043851	
aze-spa	Azerbaijani	Spanish	210	684	923	1	5	7	643204	6935867	8928451	
bel-epo	Belarusian	Esperanto	744	4032	4559	15	58	69	214528	1054431	1153512	
bel-fra	Belarusian	French	283	1356	1743				677347	8450439	10489435	
bel-ita	Belarusian	Italian	264	1187	1375				971544	15368951	13057079	
bel-nld	Belarusian	Dutch	606	3194	4032				834026	12380390	11163581	
bel-spa	Belarusian	Spanish	205	982	1136				671862	8272898	10188661	
bel-zho	Belarusian	Chinese	325	1480	329				366460	2461906	949892	
bre-eng	Breton	English	385	1880	1657				728400	9041809	6312714	
bre-fra	Breton	French	2494	11924	11290	3065	15214	14293	210429	1787438	1774785	
bul-bul	Bulgarian	Bulgarian	219	1078	1101				500820	3423840	3434443	
chv-eng	Chuvash	English	345	1404	1935				274040	3603674	4672163	
dan-dan	Danish	Danish	576	3756	3811				258115	1852507	1855967	
deu-deu	German	German	2500	17212	17358	2127	14410	14645	402977	4134396	4107924	
deu-eus	German	Basque	458	2749	2297				803389	5132324	4184691	
deu-kur	German	Kurdish	258	1224	1137	12	57	58	124047	1753779	2195986	
deu-ltz	German	Luxembourgish	386	2007	1999	4	21	21	581933	6444161	10846220	
deu-nds	German	Low German	9999	62145	63862	7972	50286	51767	146720	1364034	1431971	
deu-run	German	Rundi	1752	8475	5109	1192	6287	3869	345565	5691274	5176341	
deu-tat	German	Tatar	2501	21692	17487	3738	32130	25814	284623	4414624	3540694	
eng-fry	English	Western Frisian	222	1298	1329	2	6	6	700077	4667097	5024284	
eng-kur	English	Kurdish	750	4155	3720	80	427	393	483232	6407450	6798975	
eng-nds	English	Low German	2500	14803	15228	3279	19655	20193	206993	1395776	1358760	
eng-tuk	English	Turkmen	2500	16260	12809	3869	25403	20032	145497	2043299	1464437	
eng-zza	English	Zaza	529	2557	2416	5	25	22	552643	5074979	4458141	
epo-glg	Esperanto	Galician	330	1894	1896	5	31	38	337420	1650439	1867358	
epo-isl	Esperanto	Icelandic	241	1285	1347				239280	1400334	1349202	
epo-jpn	Esperanto	Japanese	3676	22286	3682	6421	38357	6445	377953	1753135	727843	
epo-msa	Esperanto	Malay (macrolanguage)	209	1406	1291	3	19	17	572205	3141407	3117979	
epo-pol	Esperanto	Polish	2581	14651	12719	5786	32947	28629	501208	3160056	2872841	
epo-por	Esperanto	Portuguese	12057	89461	93527	46093	329403	345038	597994	4216130	4620254	
epo-rus	Esperanto	Russian	17249	105716	95351	45960	291530	260943	472400	3000117	2759685	
epo-tgl	Esperanto	Tagalog	1109	7114	7513	112	2896	3287	172959	1211346	1390745	
epo-tur	Esperanto	Turkish	5000	27672	21298	7757	42785	32886	413229	2437525	1994706	
epo-vie	Esperanto	Vietnamese	1790	11394	15774	2	11	15	170552	2584002	3478184	
epo-zho	Esperanto	Chinese	2241	12844	2284	1029	5916	1064	428178	2244849	1513772	
eus-jpn	Basque	Japanese	239	792	239				412394	1906997	756310	
eus-rus	Basque	Russian	488	1878	1866				686357	3466690	3868982	
fin-fin	Finnish	Finnish	1000	3936	3983	361	1469	1517	179361	912769	914039	
fra-kab	French	Kabyle	23926	168781	124015	18363	128458	95031	773331	6796984	5651480	
fra-lat	French	Latin	2915	34140	21259	1365	15108	9530	504029	4121536	3290404	
fra-nds	French	Low German	880	5000	4864	17	109	102	116664	882890	768343	
fra-tat	French	Tatar	312	1770	1224				260359	4296092	3079976	
fry-nld	Western Frisian	Dutch	261	1533	1532	8	28	28	275113	2495911	2534194	
grn-por	Guarani	Portuguese	225	973	1439	74	300	454	749339	7396966	13656286	
grn-spa	Guarani	Spanish	661	2584	3468	130	605	864	168115	1896448	2600845	
heb-heb	Hebrew	Hebrew	1000	4780	4795	737	3575	3563	639494	3949666	3967674	
heb-lat	Hebrew	Latin	307	1311	1355	58	257	265	169522	926586	1123921	
hun-hun	Hungarian	Hungarian	1064	5360	5629	1162	5383	5654	576411	3590702	3588075	
isl-jpn	Icelandic	Japanese	254	1320	255				913754	13574524	2128483	
ita-ita	Italian	Italian	1000	5982	6272	357	2119	2231	646508	4760347	4760302	
ita-lat	Italian	Latin	1716	10233	7904	124	1265	934	294816	2504219	2123913	
ita-nds	Italian	Low German	314	1635	1783				119379	802077	748476	
jpn-mar	Japanese	Marathi	340	340	1575				565222	1329782	8166519	
kaz-rus	Kazakh	Russian	1400	11159	12148	1022	7933	8667	571179	6010583	6672465	
khm-spa	Khmer	Spanish	1472	3031	6993				351533	1899675	6682035	
kur-tur	Kurdish	Turkish	322	1608	1135	13	52	49	162981	3278616	1954791	
lat-por	Latin	Portuguese	5001	39152	53489	8904	69306	94821	296939	2115392	2514450	
lat-spa	Latin	Spanish	3129	22360	28359	1248	8576	10916	529344	3698488	4473050	
ltz-nld	Luxembourgish	Dutch	294	1322	1356	16	76	73	594128	4409427	4699597	
nds-nld	Low German	Dutch	1657	9727	9636	1028	5920	5871	129248	943503	930061	
nds-por	Low German	Portuguese	208	1055	1015				170076	1214121	1384794	
nds-spa	Low German	Spanish	927	4905	4544				117328	790651	896081	
nor-nor	Norwegian	Norwegian	982	5532	5519	289	1841	1872	451194	5664238	5659548	
run-rus	Rundi	Russian	1251	3721	5103	9	30	41	344585	5054748	4489425	
run-spa	Rundi	Spanish	963	2857	4132	2	7	9	343354	5124091	5910403	
rus-rus	Russian	Russian	2500	13312	13464	1503	8425	8631	617301	17689927	13394272	
spa-tat	Spanish	Tatar	446	2001	1527	4	98	64	259724	4118494	3015866	
swe-swe	Swedish	Swedish	1053	5749	5952				341432	2375757	2363608	
tat-tur	Tatar	Turkish	539	2341	2221	2	9	9	323076	4285873	3914735	
tat-vie	Tatar	Vietnamese	287	1432	1999				224186	2729611	4596710	
