afr-deu	Afrikaans	German	1583	7816	7355	4	33	27	5216915	70222855	66133345	
afr-nld	Afrikaans	Dutch	1076	5831	5698				3814878	55640821	55111999	
afr-rus	Afrikaans	Russian	229	1139	941				1565824	26922595	21728639	
afr-spa	Afrikaans	Spanish	452	2571	2303				1789277	30728705	31299598	
ara-epo	Arabic	Esperanto	793	3219	4005	94	406	509	1486572	13515485	14857891	
asm-eng	Assamese	English	233	1157	1273	64	341	354	5054766	44465014	44502037	
awa-eng	Awadhi	English	279	1087	1042				2197709	25384555	19067484	
aze-tur	Azerbaijani	Turkish	1150	4253	4195	52	274	259	2547741	25879428	24595099	
bel-deu	Belarusian	German	555	2870	3461	1	3	3	1306107	22512761	15831117	
bel-pol	Belarusian	Polish	288	1377	1359				2933330	34020769	37081709	
bel-ukr	Belarusian	Ukrainian	2355	12053	12024	1091	5318	5314	1811586	19794052	19896001	
bul-epo	Bulgarian	Esperanto	588	3325	3417	1	8	6	1436274	15159296	15206768	
bul-jpn	Bulgarian	Japanese	322	1955	325	2	10	2	8599663	84257976	15833135	
cat-deu	Catalan	German	724	4681	4717	2	9	10	2173303	29926950	26384821	
cat-epo	Catalan	Esperanto	774	4881	4656	7	46	41	1173672	13407172	12099706	
cat-nld	Catalan	Dutch	579	3285	3492	2	9	10	1954790	24526102	22794997	
cat-ukr	Catalan	Ukrainian	459	2163	1898				2202310	26718231	21706944	
ceb-deu	Cebuano	German	903	5324	6145				1236155	19182644	17657851	
ces-epo	Czech	Esperanto	3471	17560	20418	1098	5401	6307	2097387	18530613	20613057	
ces-ukr	Czech	Ukrainian	1787	6527	6842	1196	4532	4770	9724513	111380749	110080800	
chv-rus	Chuvash	Russian	394	1603	1848				1046354	11505591	11516239	
dan-epo	Danish	Esperanto	13144	79397	75422	19236	117228	111170	1573951	15401229	15224020	
dan-jpn	Danish	Japanese	927	5000	932	10	62	10	8467609	97226762	15999268	
