afr-deu	Afrikaans	German	1583	7816	7355	4	33	27	5216915	70222855	66133345	
afr-eng	Afrikaans	English	1374	8813	8101	1054	6720	6205	43952952	458369625	456739314	
afr-epo	Afrikaans	Esperanto	1123	7185	6173	1	5	3	115636	1184291	1043851	
afr-nld	Afrikaans	Dutch	1076	5831	5698				3814878	55640821	55111999	
ara-ber	Arabic	Berber languages	2498	11078	11927	1058	4733	5142	4	20	9	
ara-deu	Arabic	German	1209	5388	6880	1057	4689	6009	36446485	417434436	440733298	
ara-eng	Arabic	English	13290	64539	78341	19529	99143	123382	119177436	1750854241	1964410734	
ara-fra	Arabic	French	1569	6780	9641	125	596	860	75524167	1207983990	1573472895	
ara-heb	Arabic	Hebrew	1208	5301	5440	107	452	480	25176723	193318262	183638282	
ara-jpn	Arabic	Japanese	1336	5945	1337	11	57	11	12047170	113779926	25679822	
ara-rus	Arabic	Russian	3715	15750	17317	1304	5633	6188	54895295	855059357	857506631	
ara-spa	Arabic	Spanish	1511	6311	8031	1060	4479	5630	88211149	1192885239	1496391802	
ara-tur	Arabic	Turkish	1263	6038	5439	127	621	666	35974396	304119397	269200347	
avk-fra	Kotava	French	1244	6557	9181	43	187	262	5	49	192	
aze-eng	Azerbaijani	English	2659	10046	13295	1035	3930	5254	76463206	642111108	880452958	
aze-tur	Azerbaijani	Turkish	1150	4253	4195	52	274	259	2547741	25879428	24595099	
bel-eng	Belarusian	English	2500	12908	15535	4439	23246	27839	45986211	441101034	498903504	
bel-rus	Belarusian	Russian	2500	15122	15162	2832	17270	17324	22998266	277245748	285125111	
bel-ukr	Belarusian	Ukrainian	2355	12053	12024	1091	5318	5314	1811586	19794052	19896001	
ben-eng	Bengali	English	2500	10942	11321	3063	14225	15462	78764429	669896165	713813703	
ber-eng	Berber languages	English	26088	144176	155233	108422	590231	673066	32	204	247	
ber-epo	Berber languages	Esperanto	1576	7992	9364	23	106	111	5	11	22	
ber-fra	Berber languages	French	14666	63825	88078	34705	140107	190877	1	2	3	
ber-spa	Berber languages	Spanish	10339	54271	58829	14044	73889	78952	5	11	29	
bre-fra	Breton	French	2494	11924	11290	3065	15214	14293	210429	1787438	1774785	
bul-eng	Bulgarian	English	10000	56740	60705	7835	44204	47335	113270896	1453244814	1528332996	
bul-ita	Bulgarian	Italian	2500	13344	14074	4006	21635	22681	43149114	548361970	584782283	
bul-rus	Bulgarian	Russian	1247	6556	6155	1001	5184	4806	44461448	458102211	419678955	
bul-ukr	Bulgarian	Ukrainian	1021	4050	3779				12562842	145493528	129551987	
cat-eng	Catalan	English	1631	10387	10625	257	2261	2206	29231872	433379288	408897654	
cat-spa	Catalan	Spanish	1534	10548	10282	1320	9382	9155	122927301	2376689372	2400372891	
cbk-eng	Chavacano	English	1498	8879	8303	1026	6048	5751	16	292	252	
ces-deu	Czech	German	3490	18205	22412	1260	6721	8324	80012943	951502023	1038069544	
ces-eng	Czech	English	18434	98532	120647	16189	85061	104351	208877037	2344256666	2655745390	
ces-epo	Czech	Esperanto	3471	17560	20418	1098	5401	6307	2097387	18530613	20613057	
ces-hun	Czech	Hungarian	1911	8244	7922	192	786	764	60141550	613386603	592084259	
ces-ita	Czech	Italian	1100	5601	6629	1	3	5	54375409	564293823	657560146	
ces-rus	Czech	Russian	3535	16087	17187	5466	24606	26200	46847691	388382811	391248251	
ces-spa	Czech	Spanish	1807	8931	10620	219	991	1168	90047439	909814268	1110556528	
ces-ukr	Czech	Ukrainian	1787	6527	6842	1196	4532	4770	9724513	111380749	110080800	
chm-rus	Mari (Russia)	Russian	2750	15104	16269	1000	5305	5720	3699	14220	14552	
cor-eng	Cornish	English	3198	14464	13500	1000	4601	4272	2434	23873	43357	
cym-eng	Welsh	English	1007	6279	5788	19	122	115	19178710	246843577	241049507	
dan-deu	Danish	German	9998	62514	63040	7750	49465	49891	85418280	1337028329	1337704241	
dan-eng	Danish	English	12678	79295	79827	20089	123471	124078	164950651	2366538235	2492520999	
dan-epo	Danish	Esperanto	13144	79397	75422	19236	117228	111170	1573951	15401229	15224020	
dan-fin	Danish	Finnish	2665	13452	11009	1854	10314	8348	49411725	778227129	591479216	
dan-fra	Danish	French	1731	9307	10245	89	601	690	77220719	1240133470	1433684311	
dan-nld	Danish	Dutch	1643	8485	8952	67	338	365	71005999	1160485402	1258693815	
dan-nor	Danish	Norwegian	1311	8343	8216	1050	6607	6561	39503372	541325880	535545627	
dan-rus	Danish	Russian	1713	9788	8376	1065	5999	5207	19444845	180706655	164465722	
dan-spa	Danish	Spanish	5000	30181	29832	5165	31534	31087	81687841	1280222017	1487592915	
dan-swe	Danish	Swedish	2348	12542	12292	1440	7859	7730	67424560	1051984859	1026298995	
deu-deu	German	German	2500	17212	17358	2127	14410	14645	402977	4134396	4107924	
deu-ell	German	Modern Greek (1453-)	2500	14008	12753	2869	16440	15179	64421019	897052951	940023419	
deu-eng	German	English	32565	247086	250438	289779	2004590	2005962	775736768	11191697189	11879775260	
deu-epo	German	Esperanto	20438	178667	169085	221683	1735749	1622618	5235762	55593131	54394568	
deu-fas	German	Persian	3185	21330	21895	1051	7027	7253	14137912	155307415	180895594	
deu-fin	German	Finnish	3320	20578	15318	7142	42630	32133	75002315	1095943341	825233237	
deu-fra	German	French	17388	118085	128606	98158	659086	710892	269772981	4131671345	4751583458	
deu-hbs	German	Serbo-Croatian	1959	12825	11347	708	4491	3780	58967617	660846229	604933246	
deu-heb	German	Hebrew	3090	20905	16487	1213	8177	6492	22663182	216922605	179385973	
deu-hun	German	Hungarian	23848	167825	132298	54083	363033	290581	66068675	860272507	764167640	
deu-ido	German	Ido	1000	4872	4726	928	4461	4422	5210	10183	11486	
deu-ile	German	Interlingue	2278	11146	11531	1372	6540	6818	3	35	76	
deu-ina	German	Interlingua (International Auxiliary Language Association)	1257	9764	10569	213	1008	1057	17527	144114	158585	
deu-ita	German	Italian	10392	68761	66071	12198	79958	76585	165213375	2615618108	2822919827	
deu-jbo	German	Lojban	1449	8454	9715	20	213	301	381	744	1086	
deu-jpn	German	Japanese	12649	90666	12734	29943	215282	30199	23246645	232442054	42546283	
deu-kor	German	Korean	1127	7553	5410	9	76	55	15717548	171862751	139316901	
deu-lat	German	Latin	2016	10773	8116	1283	7964	5950	90136	1018375	823842	
deu-lit	German	Lithuanian	1115	7056	5615	541	2817	2414	37435405	612100806	521596842	
deu-nds	German	Low German	9999	62145	63862	7972	50286	51767	146720	1364034	1431971	
deu-nld	German	Dutch	11046	66228	68690	26387	157718	163499	156204242	2205120712	2342344953	
deu-nor	German	Norwegian	3651	29080	28408	1026	7880	7686	51017401	675266045	661524476	
deu-pol	German	Polish	5000	31008	25467	6188	38516	31606	96443936	1202484519	1111298189	
deu-por	German	Portuguese	10000	67116	68443	7821	56554	57501	148264788	2123070857	2310849342	
deu-ron	German	Romanian	1141	6409	6093	1112	6236	5974	60607361	791497338	857110570	
deu-run	German	Rundi	1752	8475	5109	1192	6287	3869	345565	5691274	5176341	
deu-rus	German	Russian	18028	116538	99247	100323	629710	536786	73410989	928240381	850364874	
deu-spa	German	Spanish	11376	78602	76594	75061	507740	495821	245781268	3686899035	4208751493	
deu-swe	German	Swedish	3410	19330	19001	1378	7822	7640	107221536	1558149858	1504739241	
deu-swg	German	Swabian	1523	13079	12897	184	1437	1418			
deu-tat	German	Tatar	2501	21692	17487	3738	32130	25814	284623	4414624	3540694	
deu-tlh	German	Klingon	1099	6292	3573	1081	6002	3477	113	2046	1280	
deu-tok	German	Toki Pona	10488	65964	100433	13817	85800	130753			
deu-tur	German	Turkish	5000	32186	23099	7481	47782	34392	43675726	456158544	375941880	
deu-ukr	German	Ukrainian	10682	54656	45795	11721	59016	49648	15254884	198164941	175773212	
deu-yid	German	Yiddish	1000	4929	5230	430	2378	2589	80311	910608	1144788	
deu-zho	German	Chinese	4985	31361	5039	7590	48465	7703	30458932	329769318	54397235	
dtp-eng	Kadazan Dusun	English	1927	11430	11485	1300	9298	9084			
ell-eng	Modern Greek (1453-)	English	13055	68618	71265	12920	62833	64695	158601859	2216084933	2218186718	
ell-fra	Modern Greek (1453-)	French	1506	7324	8420	36	232	282	91986748	1145059878	1244114316	
