afr-deu	Afrikaans	German	1583	7816	7355				1268185	20333353	17934274	
afr-eng	Afrikaans	English	1374	8813	8101	1000	6314	5834	1933346	24124191	22734554	
afr-epo	Afrikaans	Esperanto	1116	7134	6129				188567	1527942	1375171	
afr-nld	Afrikaans	Dutch	1056	5695	5572				1318141	20331270	19592803	
afr-rus	Afrikaans	Russian	228	1134	938				1016505	17217840	12915453	
afr-spa	Afrikaans	Spanish	448	2549	2282				1275543	20414841	19733495	
ara-ber	Arabic	Berber languages	2317	10321	11123	1000	4503	4879	4	20	9	
ara-deu	Arabic	German	1209	5388	6880	1000	4493	5720	13239172	90602185	103167418	
ara-ell	Arabic	Modern Greek (1453-)	425	1361	1547				23054792	135984317	148979033	
ara-eng	Arabic	English	10000	50193	62449	19362	98214	121929	59297336	823841188	946695817	
ara-epo	Arabic	Esperanto	723	2964	3681				121664	913439	1216358	
ara-fra	Arabic	French	1569	6780	9641				48294037	763226718	1029890502	
ara-heb	Arabic	Hebrew	1208	5301	5440				21424031	125396707	121528893	
ara-ita	Arabic	Italian	235	978	1232				19508426	119545304	139009922	
ara-jpn	Arabic	Japanese	1336	5945	1337				2968884	22198448	24612966	
ara-pol	Arabic	Polish	207	848	923				24823273	162924775	149406607	
ara-rus	Arabic	Russian	3715	15750	17317	1000	4146	4572	42060441	683925929	698226044	
ara-spa	Arabic	Spanish	1511	6311	8031	1000	4269	5322	55008023	801297769	1039371226	
ara-tur	Arabic	Turkish	1263	6038	5439				26761558	158531275	140434065	
avk-fra	Kotava	French	1244	6557	9181						
avk-spa	Kotava	Spanish	274	1139	1348						
awa-eng	Awadhi	English	279	1087	1042						
aze-eng	Azerbaijani	English	2659	10046	13295	1000	3771	5039	682640	8748775	10021774	
aze-spa	Azerbaijani	Spanish	210	684	923				419735	3857524	4941327	
aze-tur	Azerbaijani	Turkish	1126	4159	4106				464305	6261651	5695733	
bel-deu	Belarusian	German	550	2837	3423				73962	516824	566249	
bel-eng	Belarusian	English	2500	12908	15535	4253	22119	26522	157524	797228	918475	
bel-epo	Belarusian	Esperanto	734	3957	4475				40364	180882	198898	
bel-fra	Belarusian	French	283	1356	1743				69655	505562	657636	
bel-ita	Belarusian	Italian	264	1187	1375				68207	485603	588912	
bel-lat	Belarusian	Latin	221	953	898				2129	52306	56026	
bel-nld	Belarusian	Dutch	606	3194	4032				66102	479828	567286	
bel-pol	Belarusian	Polish	287	1375	1357				72276	505747	511409	
bel-rus	Belarusian	Russian	2500	15122	15162	2743	16753	16809	72870	501728	511266	
bel-spa	Belarusian	Spanish	205	982	1136				205547	992745	1298001	
bel-ukr	Belarusian	Ukrainian	2355	12053	12024	1000	4970	4965	66687	462933	487443	
bel-zho	Belarusian	Chinese	325	1480	329				78654	267696	161889	
ben-eng	Bengali	English	2500	10942	11321	2637	11441	12006	2681705	23061563	22941125	
ber-deu	Berber languages	German	613	3110	3592				5	11	25	
ber-eng	Berber languages	English	10000	53939	61461	106384	577626	659482	72	304	375	
ber-epo	Berber languages	Esperanto	1576	7992	9364				5	11	22	
ber-fra	Berber languages	French	10000	40731	55172	34678	139969	190714	2	5	6	
ber-spa	Berber languages	Spanish	10000	52409	56494	14041	73875	78935	5	11	29	
bre-eng	Breton	English	383	1864	1644				379041	1471175	1313032	
bre-fra	Breton	French	2500	11944	11309	3065	15214	14292	171265	1339961	1353101	
bub-rus	Bua	Russian	798	2762	2846				2	2	6	
bul-deu	Bulgarian	German	313	1626	1810				19589545	190018052	193724630	
bul-eng	Bulgarian	English	10000	56740	60705	7754	43780	46863	45193558	367577550	412154669	
bul-epo	Bulgarian	Esperanto	570	3233	3324				110751	1143566	1147521	
bul-fra	Bulgarian	French	446	2698	3206				28505846	243709390	277953071	
bul-ita	Bulgarian	Italian	2500	13344	14074	4006	21635	22681	25502697	222781898	242393011	
bul-jpn	Bulgarian	Japanese	319	1943	322				2519065	23452937	33291965	
bul-rus	Bulgarian	Russian	1247	6556	6155	1000	5175	4800	16463962	104155587	103455994	
bul-spa	Bulgarian	Spanish	286	1359	1460				36837157	288593794	324385920	
bul-tur	Bulgarian	Turkish	833	5257	3991				28874096	175946613	151651255	
bul-ukr	Bulgarian	Ukrainian	1020	4047	3775				1235705	14519449	12952929	
bul-zho	Bulgarian	Chinese	416	2548	423				10117586	57844636	17815192	
cat-deu	Catalan	German	720	4648	4687				571781	5874152	5308475	
cat-eng	Catalan	English	1631	10387	10625				937576	8718588	8294673	
cat-epo	Catalan	Esperanto	731	4641	4414				93883	586431	449984	
cat-fra	Catalan	French	686	4404	4804				652551	6581232	6656024	
cat-ita	Catalan	Italian	294	1742	1663				627622	6192098	5886107	
cat-nld	Catalan	Dutch	574	3255	3463				616784	6129336	5739781	
cat-por	Catalan	Portuguese	729	5016	4971				1164333	10026293	9529628	
