afr-deu	Afrikaans	German	1583	7816	7355				1268185	20333353	17934274	
afr-eng	Afrikaans	English	1374	8813	8101	1000	6314	5834	1933346	24124191	22734554	
afr-nld	Afrikaans	Dutch	1056	5695	5572				1318141	20331270	19592803	
afr-rus	Afrikaans	Russian	228	1134	938				1016505	17217840	12915453	
afr-spa	Afrikaans	Spanish	448	2549	2282				1275543	20414841	19733495	
ara-jpn	Arabic	Japanese	1336	5945	1337				2968884	22198448	24612966	
ben-eng	Bengali	English	2500	10942	11321	2637	11441	12006	2681705	23061563	22941125	
bul-jpn	Bulgarian	Japanese	319	1943	322				2519065	23452937	33291965	
bul-ukr	Bulgarian	Ukrainian	1020	4047	3775				1235705	14519449	12952929	
cat-por	Catalan	Portuguese	729	5016	4971				1164333	10026293	9529628	
cat-spa	Catalan	Spanish	1534	10548	10282	1000	6987	6823	7953020	157759459	146030254	
ceb-eng	Cebuano	English	378	1678	1873				1014362	18985752	16661735	
ces-ukr	Czech	Ukrainian	1787	6527	6842	1000	3709	3912	1637809	18071425	17100425	
cym-eng	Welsh	English	818	5073	4618				1285302	6435422	6186648	
dan-jpn	Danish	Japanese	896	4816	901				3052507	37228315	63780466	
dan-nor	Danish	Norwegian	1311	8343	8216	1000	6293	6249	8638653	71410146	71850222	
dan-rus	Danish	Russian	1713	9788	8376	1000	5607	4872	8108664	62160451	56339312	
deu-fas	German	Persian	3185	21330	21895	1000	6680	6910	4150841	35215717	40556319	
deu-isl	German	Icelandic	968	5097	4868				2009703	20304686	20064649	
deu-jpn	German	Japanese	10000	71350	10070	28315	203473	28558	3641010	43392443	72878025	
deu-kor	German	Korean	1103	7427	5303				2788640	36882376	33905809	
deu-msa	German	Malay (macrolanguage)	535	3496	3135				6808168	51086992	48482710	
deu-nor	German	Norwegian	3651	29080	28408	1000	7746	7554	7603899	70525895	70830792	
deu-tgl	German	Tagalog	326	2041	1965				1188925	18381797	22285542	
deu-ukr	German	Ukrainian	10000	50663	42440	11608	58421	49143	1661237	22192658	18978475	
deu-vie	German	Vietnamese	400	2700	3250				3114765	27676681	37433443	
deu-zho	German	Chinese	2500	15806	2537	6732	43099	6842	7182427	52777092	12698482	
eng-eus	English	Basque	1060	6861	5823	1000	6608	5514	3584276	28525544	22283870	
eng-fas	English	Persian	3768	26936	27610	1000	7134	7378	8278501	80170229	86823897	
eng-gle	English	Irish	1924	9187	10141				1661054	31831557	33268534	
eng-hin	English	Hindi	5000	28315	31361	5821	32837	36458	1502665	19083805	21031572	
eng-isl	English	Icelandic	2500	16860	16288	6938	46615	45100	2744745	26856403	24588594	
eng-jpn	English	Japanese	10000	77131	10039	193553	1498261	194091	4701376	55869754	74762851	
eng-kor	English	Korean	2414	14947	10633	1000	6241	4479	3792612	49195537	40554393	
eng-mal	English	Malayalam	802	4700	3459				1148395	15743315	9583431	
eng-mkd	English	Macedonian	10000	54846	51245	70284	386750	361651	3664467	31507516	28143428	
eng-mlt	English	Maltese	203	935	673				7095316	130845307	118814403	
eng-sqi	English	Albanian	1065	6477	6611				3635633	38598127	39399680	
eng-swa	English	Swahili (macrolanguage)	386	1993	1357				1674553	26578838	23899794	
eng-tam	English	Tamil	311	1787	1364				1063288	17595392	9561971	
eng-tgl	English	Tagalog	2500	15302	14955	4753	29058	28453	1273814	20472170	23552530	
eng-tha	English	Thai	1145	6115	1338				4434237	43529838	33861504	
eng-ukr	English	Ukrainian	10000	55352	47921	157764	876286	757864	2201978	27843324	22673277	
eng-urd	English	Urdu	1663	10180	12106				1138043	24726207	29800252	
eng-vie	English	Vietnamese	2500	17313	21591	2824	19553	24341	4574505	38781945	48638233	
est-rus	Estonian	Russian	598	2864	2823				7112388	44260094	46451736	
eus-spa	Basque	Spanish	1850	8887	10252	1000	4857	5581	2151765	19591063	26008783	
fas-fra	Persian	French	375	2861	2941				4600456	39477552	36432734	
fin-jpn	Finnish	Japanese	10000	48048	10051	8417	40640	8484	3344849	29577019	67238380	
fin-kor	Finnish	Korean	428	1766	1557				2561825	25453456	31094294	
fin-nor	Finnish	Norwegian	2489	10248	12121	1000	4142	4893	9258628	56575728	78381126	
fin-zho	Finnish	Chinese	380	1428	384				8657366	39434287	15768951	
fra-jpn	French	Japanese	10000	76770	10043	28518	218096	28621	3762983	49355516	75609753	
fra-kor	French	Korean	320	2385	1485				2962264	42637686	34994106	
fra-msa	French	Malay (macrolanguage)	998	6885	5630				8254972	62459877	54913637	
fra-nor	French	Norwegian	476	2768	2567				8305134	82754897	76465293	
fra-tgl	French	Tagalog	836	5252	4815				1153203	20656725	22132557	
fra-ukr	French	Ukrainian	10000	54129	42144	18306	99037	77152	1701550	25311189	19097935	
fra-vie	French	Vietnamese	1299	10127	11608				3537187	32686295	41179570	
hbs-jpn	Serbo-Croatian	Japanese	400	2064	403				5140833	41772218	43281609	
